"","Total","F_FL1","F_FL2","F_FL3","F_FL4","F_FL5","F_FL6","F_FL7","F_FL8","F_FL9","F_FL10","F_FL11","F_FL12","F_FL13","Z","M","Mat.Fec","SelW1","SelW2","SelW3","SelW4","SelW5","SelW6","SelW7","SelW8","SelW9","SelW10","SelW11","SelW12","SelW13","N"
"0",0.00462980568159512,9.52158582953552e-14,0.000432194283206711,1.09054736042981e-06,1.27443801758892e-06,0.00124569169052075,0.0021038860453246,1.04402946187434e-07,0.000292908606311877,0.000251917500072075,1.38698838408068e-16,0.000300499843871286,2.38323868259217e-07,0,0.404629805681595,0.4,0,2.38177,1.48479,0.301285,0.850368,0.560554,0.877308,0.113216,0.627288,0.807525,0.706236,0.20043,0.20043,0.675893,1
"0.25",0.110219321965214,1.27210841934283e-11,0.0218341546814747,0,0,0.081843897857458,0.00530984610875482,1.60785892496323e-07,0.000738473309802321,0.000369352433313985,0,5.17573611389916e-07,4.4921059356005e-07,0.000122469991591986,0.510219321965214,0.4,0,5.73263,2.14085,0.354352,2.37676,1.45247,1.4091,5.43293,1.16227,1.58986,2.72443,4.35927,4.35927,2.50723,0.667223767592532
"0.5",0.115565982850139,7.3797923622868e-11,0.0634247473865903,0,0,0.0481976528400307,0.00211183304804692,2.00021663150415e-06,0,0.00182951363836559,0,0,2.35646675656147e-07,0,0.515565982850139,0.4,0,9.34011,2.71307,1.942,4.13485,2.10836,1.86437,7.73888,2.0763,3.00849,6.48767,5.61232,5.61232,4.49125,0.400577057535291
"0.75",0.695578307245013,4.45822249067507e-07,0.576296764317101,0,0,0.0570765600037167,0.00204692232656672,0.0015492563161037,0,0.0457553670080593,6.20075235719123e-13,0.0128003333789042,5.26580716922819e-05,0,1.09557830724501,0.4,0,12.7539,3.31617,15.1938,5.85344,2.55052,2.29939,9.45328,3.55124,4.6574,11.7863,6.6355,6.6355,6.40579,0.23920960321373
"1",0.398029327112783,2.93632075000243e-07,0.050673062452054,1.75134663075283e-05,0.000334406260915839,0.00787768245275187,0.016718586464098,0.000973951304610304,0.00186650579289367,0.00873389431480088,4.78946088216052e-13,0.310587107235212,0.000246323736584953,0,0.494529327112783,0.0965,0,15.8413,3.99875,19.8785,7.48143,2.88649,2.75572,10.8697,5.51589,6.15732,17.9056,7.66443,7.66443,8.21937,0.0799788209292549
"1.25",0.211186083267013,1.70898519998748e-07,0.089775118695863,0,0,0.104008300931905,0.00503681143973556,0.000310534032673111,0.00187212750493338,0.00297447474006513,0,9.87128432753856e-05,8.56744329960388e-05,0.00702415774704683,0.307686083267013,0.0965,0,18.5902,4.7976,22.6001,9.06757,3.1832,3.27769,12.1079,7.75773,7.53223,23.9708,8.68406,8.68406,9.98603,0.048775714442811
"1.5",0.097947959433925,4.86216523089296e-08,0.069696718590856,0,0,0.0203079640332849,0.000748446619137005,0.000180639763561088,0,0.00701049730079296,0,0,3.64450464068619e-06,0,0.194447959433925,0.0965,0,21.033,5.76501,24.8009,10.6966,3.48376,3.92388,13.2728,10.1167,8.91443,29.2547,9.75232,9.75232,11.7905,0.0358572741226347
"1.75",0.493406408515039,4.98945996480045e-05,0.302883962653577,0,0,0.00994977068787352,0.000363020965321209,0.0271758326342775,0,0.0968547337321683,1.56469004187818e-10,0.0558992348805621,0.00022995820514242,0,0.589906408515039,0.0965,0,23.2243,6.96061,26.6422,12.4761,3.82373,4.76577,14.469,12.5476,10.4611,33.3424,10.9797,10.9797,13.7355,0.0295209001285354
"2",0.655503416782119,1.09205524894448e-05,0.0150702126803964,0.00141693471670669,0.000836789632724578,0.000527715993661855,0.00150843356183291,0.00636914846302161,0.00304943513749174,0.0112295890604289,5.12721955882907e-11,0.614996491447545,0.000487745484546799,0,0.718003416782119,0.0625,0,25.2392,8.41528,28.2268,14.5406,4.24254,5.86428,15.8198,15.0969,12.3753,36.1521,12.5469,12.5469,15.9443,0.0163657720364024
"2.25",0.0401027079108343,3.10105072436092e-06,0.0150911628357334,0,0,0.00193013378289692,0.000204348311195088,0.00102004125898268,0.00267829298818233,0.00246770721164335,0,0.000106233757310112,9.22023131336558e-05,0.0165094844010325,0.102602707910834,0.0625,0,27.1789,10.1063,29.6693,17.0574,4.79562,7.2256,17.4929,17.8648,14.9353,37.8635,14.7883,14.7883,18.5616,0.00798199728215145
"2.5",0.0100919490138904,5.41699096293928e-07,0.00577052202733758,0,0,5.46303328989331e-05,1.02979448335041e-05,0.000335220035329345,0,0.00391843812231159,0,0,2.29885208314651e-06,0,0.0725919490138904,0.0625,0,29.1755,12.0555,31.1138,20.2143,5.5748,8.83662,19.732,20.9761,18.4538,38.8149,18.3071,18.3071,21.7348,0.00720363642981245
"2.75",0.100733112966712,0.00039282044985364,0.00892523557967185,0,0,1.19132693253096e-06,9.62362693042404e-07,0.0290426599934575,0,0.0390985710719005,2.763670359628e-09,0.0231763267092039,9.53427093287468e-05,0,0.163233112966712,0.0625,0,31.3912,14.6152,32.7453,24.1633,6.7596,10.9202,22.876,24.5598,23.0475,39.4107,23.5045,23.5045,25.5592,0.00669923947797824
"3",0.239794333912879,6.79842303086553e-05,0.000164219554183561,0.0125117320532486,0.000549035062150957,4.53758868209287e-09,9.30764844718394e-07,0.00396942212246217,0.00247809693295246,0.00380528904720701,8.74577126416462e-10,0.216076250516481,0.000171368216874473,0,0.302294333912879,0.0625,0,35.1601,18.092,36.0204,28.6799,7.72197,12.7893,26.725,28.4225,27.9627,43.4081,28.6898,28.6898,30.0411,0.00569028819498504
"3.25",0.0185026412601726,1.61928759545776e-05,0.00014403728272157,0,0,1.34918573616956e-08,9.12148045825044e-08,0.00041841180480653,0.0017124098558538,0.000837216377318154,0,3.82388507903055e-05,3.31881065689994e-05,0.0153028413994967,0.0810026412601726,0.0625,0,40.5346,29.6234,40.8497,33.635,7.872,13.8332,30.8981,32.1311,32.9895,51.2866,33.0704,33.0704,34.9976,0.00420580856845358
"3.5",0.00179257425080396,2.42948332415285e-06,0.000154625720477319,0,0,8.04132470150599e-10,5.83331078926345e-09,0.00010790178438421,0,0.00152667392143041,0,0,9.36703744608802e-07,0,0.064292574250804,0.0625,0,46.4285,48.4622,45.9195,39.3549,7.98774,17.8522,36.0308,35.8037,38.5625,59.7643,37.0684,37.0684,40.3164,0.00387855988495229
"3.75",0.0420056971536805,0.00156327187546728,0.00152082428783919,0,0,1.70788656958289e-10,2.20461389670402e-09,0.00914327968640045,0,0.0191169535811271,1.4466779552231e-07,0.0106175424249979,4.36782546504865e-05,0,0.10450569715368,0.0625,8.6955,52.977,55.5245,51.1848,45.8891,8.08574,32.3769,42.0093,39.415,44.5482,68.8028,40.699,40.699,45.9629,0.0036370443018727
"4",0.140116806752255,0.000244376444059921,0.000170416217952726,0.0401853209263776,0.000413302850751689,6.15321513939008e-12,1.63936884025017e-08,0.00146713743523229,0.000862535388732397,0.00231406247140575,5.15073741068168e-08,0.0943847314604543,7.48556500722942e-05,0,0.202616806752255,0.0625,0,60.3232,57.6648,56.5843,53.111,8.29498,48.8999,47.9719,42.9542,50.7584,78.3586,44.0217,44.0217,51.9085,0.00327613917945769
"4.25",0.0163173478898961,5.50704829095554e-05,0.000377027325682543,0,0,2.90695098903514e-11,6.70382049642574e-09,0.000186557708711701,0.000526164213221486,0.000601965742455806,0,1.44779591763397e-05,1.25656577489738e-05,0.0145435120670997,0.0788173478898961,0.0625,0,68.4544,58.7256,62.0582,60.7489,10.3662,56.0524,53.0076,46.4206,57.0539,88.3792,47.1058,47.1058,58.1269,0.00267526607558032
"4.5",0.0016687217450368,8.30387900319404e-06,0.000356197334081576,0,0,3.3285344630599e-12,1.51288729062045e-09,5.48137200686503e-05,0,0.00124910104149773,0,0,3.04254169824199e-07,0,0.0641687217450368,0.0625,0,77,59.5195,67.5566,68.5025,31.3809,58.6854,56.8381,49.8192,63.3756,98.7914,50.0168,50.0168,64.588,0.00247250422922338
"4.75",0.032268640929711,0.0055154974165386,0.0018983026202179,0,0,3.26211734959289e-12,1.2087469580755e-09,0.00475166363254854,0,0.017076738718206,5.43248917698534e-06,0.00300862797593026,1.23768650836907e-05,0,0.094768640929711,0.0625,33.443,85.3319,60.2947,73.0411,76.1381,93.9171,60.0802,59.6445,53.1573,69.7152,109.48,52.8134,52.8134,71.2538,0.00231883005831156
"5",0.0881050721103354,0.00088003702330466,0.000122290726300122,0.0593438502162744,0.000634757254396938,1.15931753716872e-12,9.45551464289173e-09,0.000701846229954681,0.000213413336238145,0.002180211503212,1.66994472260499e-06,0.0240079459509611,1.90404682968035e-05,0,0.150605072110335,0.0625,0,92.9596,61.22,78.4823,83.5153,127.72,61.291,61.7083,56.4428,76.0792,120.266,55.55,55.55,78.0765,0.00210916921364386
"5.25",0.0173149883544685,0.000194177541603179,0.000179041311180182,0,0,5.3650570648305e-11,3.0289394641906e-09,7.71153585245998e-05,0.000126643841429289,0.000584112634072078,0,3.41135623828852e-06,2.9607737603117e-06,0.0161475224550705,0.0798149883544685,0.0625,0,99.7554,62.4989,83.8572,90.5731,140.063,62.7807,63.259,59.6833,82.4715,130.904,58.2826,58.2826,85.0008,0.00181428066300174
"5.5",0.00140451973626062,2.71844242487477e-05,0.000127238832494862,0,0,4.10826209851753e-11,5.39277445844229e-10,1.92574766591688e-05,0,0.00123076997644491,0,0,6.84460528630289e-08,0,0.0639045197362606,0.0625,0,105.868,64.4149,89.1479,97.3051,148.081,64.9282,64.4549,62.886,88.8892,141.132,61.0777,61.0777,91.9692,0.00167510202166453
"5.75",0.0357787016298408,0.0160421004467915,0.000568576627103098,0,0,9.0796701476748e-11,3.68098441205992e-10,0.0014378972848781,0,0.0169547055594346,0.000108612080166123,0.000664077302827602,2.73186974454585e-06,0,0.0982787016298408,0.0625,92.1395,111.545,67.344,94.3401,103.739,154.812,68.1499,65.4004,66.0581,95.323,150.727,64.0226,64.0226,98.9269,0.00157140410196085
"6",0.0715132783246896,0.00222277517683353,3.37181582368469e-05,0.0604893938744703,0.000995927841051096,2.77701308241886e-11,2.68203579865844e-09,0.000187844973792385,5.18525291071436e-05,0.00217267260362399,2.76689965763277e-05,0.00532719649463527,4.22496655679404e-06,0,0.13401327832469,0.0625,0,117.013,71.7085,99.4222,109.919,160.808,72.8688,66.1643,69.2069,101.761,159.561,67.2369,67.2369,105.826,0.00142431479222154
"6.25",0.0201834533821034,0.000425128933830228,4.93109415825605e-05,0,0,9.04238796493649e-10,8.66867002957493e-10,1.88006390784707e-05,3.15417441798026e-05,0.000583128847417603,0,7.7782151797423e-07,6.7508378104884e-07,0.0190740875996099,0.0826834533821034,0.0625,0,122.432,77.8454,104.385,115.895,166.251,79.3742,66.7928,72.3399,108.187,167.598,70.8815,70.8815,112.628,0.00124567502555726
"6.5",0.00132394652671565,5.22247583129565e-05,3.75570548205595e-05,0,0,4.88055832861197e-10,1.66869128922639e-10,4.39676413032911e-06,0,0.00122975092822328,0,0,1.63663035624719e-08,0,0.0638239465267156,0.0625,0,127.875,85.8151,109.221,121.715,171.248,87.638,67.318,75.4655,114.589,174.877,75.1571,75.1571,119.305,0.00114682140382109
"6.75",0.0461330739209965,0.027548323290949,0.000190229288806594,0,0,7.84101708516564e-10,1.29924748735065e-10,0.000314926905929343,0,0.0169474783581242,0.000961621340289487,0.000169795322090631,6.98500780750739e-07,0,0.108633073920997,0.0625,117.78,133.347,95.2796,113.924,127.421,175.876,97.2374,67.7624,78.5928,120.952,181.478,80.2843,80.2843,125.84,0.00107591361200848
"7",0.0595809213771316,0.0034781681597727,1.32710991465042e-05,0.0509150098233427,0.00126391392831807,1.80456750695712e-10,1.11640444191612e-09,4.02660309575261e-05,1.44267060898969e-05,0.00217211777557086,0.000198440847512705,0.0014841286603959,1.17704916354654e-06,0,0.122080921377132,0.0625,0,138.803,105.585,118.49,133.045,180.197,107.489,68.1427,81.7322,127.263,187.492,86.4584,86.4584,132.222,0.000965158539362875
"7.25",0.0232232306757197,0.000616509419522551,2.31867325158525e-05,0,0,4.57236060976012e-09,4.30206871797598e-10,4.00944556751349e-06,9.17563746352335e-06,0.000583065946331251,0,2.40326817819245e-07,2.08582965785569e-07,0.0219868295819679,0.0857232306757197,0.0625,0,144.175,116.015,122.913,138.611,184.259,117.719,68.471,84.8953,133.51,193.012,93.7842,93.7842,138.45,0.000854239377439634
"7.5",0.00132273443292047,7.1123152426052e-05,2.09816143417702e-05,0,0,1.9806100710949e-09,9.78073395897028e-11,9.45023346033544e-07,0,0.00122967687098578,0,0,5.69340342714400e-09,0,0.0638227344329205,0.0625,0,149.394,126.033,127.19,144.132,188.101,127.461,68.7568,88.0956,139.682,198.122,102.217,102.217,144.526,0.00078406209912977
"7.75",0.0567063263059934,0.0355789519488785,0.000123639082129449,0,0,2.62597342905079e-09,8.78664752194063e-11,6.89195138935294e-05,0,0.0169465944653634,0.00392071144931506,6.7230560012934e-05,2.76572560679157e-07,0,0.119206326305993,0.0625,142.737,154.408,135.359,131.319,149.616,191.755,136.503,69.0078,91.3481,145.769,202.892,111.541,111.541,150.455,0.000735584551182399
"8",0.0483726221685657,0.0042904848825605,9.75067710444936e-06,0.0391287705842426,0.00139407306805362,5.11326308599908e-10,8.46004445390462e-10,9.04371406508454e-06,4.84596856019767e-06,0.00217212412995122,0.000690766365677424,0.000672228283107605,5.3313791225743e-07,0,0.110872622168566,0.0625,0,159.189,143.929,135.298,155.063,195.247,144.818,69.2306,94.6698,151.763,207.38,121.413,121.413,156.244,0.000652922973575877
"8.25",0.0254134089865205,0.000730080679323949,1.86959971247134e-05,0,0,1.12036324598844e-08,3.54930368203309e-10,9.29704300797433e-07,3.23854462937544e-06,0.000583057037767028,0,1.24283950901169e-07,1.07867233785742e-07,0.0240771633136272,0.0879134089865205,0.0625,0,163.728,151.797,139.125,160.47,198.599,152.476,69.4321,98.0794,157.656,211.635,131.445,131.445,161.9,0.000584400504047132
"8.5",0.00132919375063088,8.1188930256778e-05,1.80947251895348e-05,0,0,4.27824608549845e-09,8.57476570515892e-11,2.27257183999345e-07,0,0.00122967514031781,0,0,3.33368901478884e-09,0,0.0638291937506309,0.0625,0,168.035,159.063,142.799,165.83,201.828,159.578,69.6216,101.597,163.441,215.694,141.292,141.292,167.428,0.000535217460959658
"8.75",0.0657234952069797,0.0392903348033337,0.000111763639801785,0,0,5.08521671398949e-09,8.03488152341276e-11,1.72454911548898e-05,0,0.0169472975513152,0.00931268898449396,4.39786527953218e-05,1.8091851934965e-07,0,0.12822349520698,0.0625,166.292,172.13,165.834,146.32,171.134,204.95,166.222,69.8138,105.244,169.114,219.59,150.707,150.707,172.834,0.000502122412538075
"9",0.0392239306653843,0.00459837639173373,9.10203309739178e-06,0.029026213078346,0.00144541002474324,9.00694424985415e-10,7.96078830042639e-10,2.36008495154571e-06,1.98473110378289e-06,0.00217214008789353,0.00148469594935521,0.000483263315620918,3.83271765699915e-07,0,0.101723930665384,0.0625,0,176.043,172.198,149.691,176.373,207.978,172.492,70.0341,109.041,174.668,223.345,159.552,159.552,178.121,0.000441695373584757
"9.25",0.0266820490705783,0.000761895951569092,1.7836555695693e-05,0,0,1.81814813760641e-08,3.40495694709766e-10,2.53471567925171e-07,1.39294288862629e-06,0.000583057391115053,0,9.65366070865659e-08,8.3785821679041e-08,0.025317413913336,0.0891820490705783,0.0625,0,179.802,178.228,152.912,181.538,210.924,178.452,70.326,113.01,180.102,226.979,167.779,167.779,183.292,0.000398974104495655
"9.5",0.00133003368861978,8.27653982290908e-05,1.75184354683241e-05,0,0,6.46737473749528e-09,8.33362087132367e-11,6.48152121789543e-08,0,0.00122967573554244,0,0,2.7534567986039e-09,0,0.0638300336886198,0.0625,0,183.437,183.978,155.986,186.619,213.797,184.15,70.7626,117.169,185.41,230.507,175.403,175.403,188.348,0.000364933251661741
"9.75",0.0721860797664605,0.0392497684275405,0.000109284198600135,0,0,7.22978865461902e-09,7.87763697561525e-11,5.15138719041457e-06,0,0.016947310489996,0.0158363096396999,3.80916138625666e-05,1.56701006023672e-07,0,0.13468607976646,0.0625,188.017,186.976,189.488,158.918,191.609,216.604,189.62,71.4597,121.536,190.591,233.94,182.469,182.469,193.289,0.000342367400532957
"10",0.0324003141365616,0.00451524775728982,8.96023416976362e-06,0.021426168121257,0.00146433401114373,1.21441228240455e-09,7.85147022002982e-10,7.39348990149208e-07,9.85002229489297e-07,0.00217215104927752,0.00237743524976841,0.000433947203360434,3.44159515970424e-07,0,0.0949003141365616,0.0625,0,190.442,194.785,161.709,196.501,219.354,194.888,72.592,126.123,195.643,237.288,189.039,189.039,198.117,0.000299225763768362
"10.25",0.0273292828341378,0.000737477357694533,1.7639563187833e-05,0,0,2.34167133204042e-08,3.37182193522693e-10,8.34255288401187e-08,7.23865864192473e-07,0.000583056482580557,0,8.90595711063943e-08,7.72961892596945e-08,0.025990112029626,0.0898292828341378,0.0625,0,193.854,199.892,164.366,201.288,222.053,199.972,74.4085,130.936,200.565,240.557,195.175,195.175,202.83,0.000272134937520658
"10.5",0.00132626735458743,7.91846105671072e-05,1.73799558169408e-05,0,0,8.00684845382031e-09,8.2755961860296e-11,2.24702032575937e-08,0,0.00122966963665996,0,0,2.59173575177302e-09,0,0.0638262673545874,0.0625,0,197.227,204.822,166.892,205.967,224.704,204.886,77.2405,135.976,205.355,243.752,200.933,200.933,207.428,0.000248755069137667
"10.75",0.0763418136154673,0.0372068135344692,0.000108658650473304,0,0,8.6509347118846e-09,7.83794424539487e-11,1.88783746920867e-06,0,0.0169472713278599,0.0220406323856913,3.63914437812409e-05,1.49706409024946e-07,0,0.138841813615467,0.0625,207.701,200.573,209.589,169.292,210.532,227.312,209.64,81.4973,141.237,210.014,246.878,206.362,206.362,211.911,0.000233374039677264
"11",0.0275178741471754,0.00425020191386423,8.92283790883352e-06,0.0160028720621168,0.00147139287285811,1.41112460070291e-09,7.82260488202094e-10,2.87789710079893e-07,5.83655875030094e-07,0.00217215950761669,0.0031919526020795,0.000419166276481765,3.32435279204881e-07,0,0.0900178741471754,0.0625,0,203.899,214.199,171.572,214.982,229.881,214.24,87.6353,146.706,214.542,249.935,211.503,211.503,216.278,0.000203120758838943
"11.25",0.0276386195678207,0.000690618743747107,1.75851019193665e-05,0,0,2.6531638113374e-08,3.36266809516503e-10,3.4696822088e-08,4.46856743279563e-07,0.000583055232582531,0,8.67290307095995e-08,7.52733817892826e-08,0.0263466900656889,0.0901386195678207,0.0625,0,207.211,218.661,173.737,219.314,232.413,218.694,96.0961,152.364,218.939,252.928,216.391,216.391,220.529,0.000185635077780511
"11.5",0.00132092612931465,7.38947424222905e-05,1.73399071010194e-05,0,0,8.87743222863238e-09,8.25880760137081e-11,1.00543640472027e-08,0,0.00122966992616316,0,0,2.53924382802005e-09,0,0.0638209261293147,0.0625,0,210.509,222.978,175.791,223.526,234.909,223.005,107.21,158.183,223.207,255.855,221.051,221.051,224.664,0.0001696341704186
"11.75",0.0789421717085327,0.0346484784303803,0.000108469999307921,0,0,9.4149342046773e-09,7.8259689600692e-11,9.15396376526961e-07,0,0.0169472724717149,0.02720106248803,3.58160895790165e-05,1.47339950069238e-07,0,0.141442171708533,0.0625,225.292,213.793,227.156,177.741,227.619,237.371,227.179,121.087,164.135,227.345,258.719,225.507,225.507,228.683,0.00015914619631772
"12",0.0240815203076622,0.00395431205508331,8.91104606071755e-06,0.0122026060240803,0.00147415623538353,1.51151147773437e-09,7.81352476364921e-10,1.5223653067023e-07,4.03243589444887e-07,0.00217216672925704,0.00385453531748239,0.000413946829236471,3.2829809436193e-07,0,0.0865815203076622,0.0625,0,217.061,231.199,179.591,231.592,239.799,231.218,137.528,170.183,231.356,261.519,229.776,229.776,232.586,0.00013815566846351
"12.25",0.0277822774664896,0.000642568949124915,1.75672369096846e-05,0,0,2.80353253492954e-08,3.35964280091115e-10,2.01247309687276e-08,3.1930913779678e-07,0.00058305709976551,0,8.58704440559915e-08,7.45283968401666e-08,0.0265385559766902,0.0902822774664896,0.0625,0,220.31,235.11,181.347,235.445,242.194,235.126,156.004,176.293,235.242,264.256,233.871,233.871,236.373,0.000126697146002679
"12.5",0.00131582393732097,6.88097901233182e-05,1.73262400458625e-05,0,0,9.27252385033402e-09,8.25307666998295e-11,6.40963850648027e-09,0,0.00122966962338936,0,0,2.51906930356995e-09,0,0.063815823937321,0.0625,0,223.534,238.892,183.012,239.179,244.555,238.905,175.728,182.427,239.003,266.93,237.806,237.806,240.047,0.000115759791823616
"12.75",0.080605634159097,0.0323107942626086,0.000108403019130694,0,0,9.73752253262065e-09,7.82172125472021e-11,6.40766892832473e-07,0,0.0169472616595031,0.0312027926824148,3.55855611198795e-05,1.46391687367541e-07,0,0.143105634159097,0.0625,240.839,226.729,242.548,184.593,242.796,246.881,242.56,195.795,188.549,242.643,269.54,241.589,241.589,243.607,0.000108603263754858
"13",0.0216673451885803,0.00369459930608381,8.90675298762268e-06,0.00954101896291604,0.0014753147461846,1.55030016118322e-09,7.81017628457282e-10,1.1647796020607e-07,3.1482919864563e-07,0.00217217209581326,0.00436280304392495,0.000411770071183667,3.26571009739335e-07,0,0.0841673451885803,0.0625,0,229.889,246.082,186.092,246.297,249.172,246.092,215.349,194.625,246.164,272.087,245.229,245.229,247.056,9.41223776914789e-05
"13.25",0.0278483701780423,0.00060172553724152,1.756042607972e-05,0,0,2.85524936076433e-08,3.35850081070122e-10,1.67002947921064e-08,2.5568641292887e-07,0.000583054707406568,0,8.54979292626037e-08,7.42047562498513e-08,0.0266455685295776,0.0903483701780423,0.0625,0,233.009,249.496,187.515,249.683,251.427,249.505,233.708,200.625,249.567,274.57,248.732,248.732,250.394,8.65245752645692e-05
"13.5",0.00131160833126317,6.45988586490184e-05,1.73208886944495e-05,0,0,9.38754884395813e-09,8.25080801103696e-11,5.71131009160984e-09,0,0.00122967089257035,0,0,2.50998233510711e-09,0,0.0638116083312632,0.0625,0,236.084,252.794,188.865,252.957,253.645,252.801,250.425,206.521,252.854,276.989,252.105,252.105,253.623,7.90499641791627e-05
"13.75",0.0817141975233671,0.0304152536087667,0.000108375907268364,0,0,9.80926626947238e-09,7.81998371556819e-11,6.06214959514594e-07,0,0.0169473027281992,0.0342070251835089,3.54780440873589e-05,1.45949111007664e-07,0,0.144214197523367,0.0625,254.456,239.108,255.977,190.147,256.12,255.824,255.983,265.285,212.29,256.03,279.344,255.353,255.353,256.746,7.41632320318245e-05
"14",0.0199588023278606,0.00348755530713652,8.90490135970595e-06,0.00766020824153006,0.00147583645446329,1.55523135021058e-09,7.80878144452381e-10,1.15676346304572e-07,2.68712328223376e-07,0.00217217651619767,0.00474268832722309,0.000410720116967403,3.25738198847317e-07,0,0.0824588023278606,0.0625,0,242.077,259.049,191.364,259.175,257.964,259.054,278.256,217.911,259.096,281.636,258.481,258.481,259.764,6.4203280316246e-05
"14.25",0.0278785478425901,0.000569616278651225,1.75575431248419e-05,0,0,2.85443786019873e-08,3.35801002887741e-10,1.7225074417012e-08,2.2209137922422e-07,0.000583058056980602,0,8.53128398654667e-08,7.40442048245223e-08,0.0267078884101555,0.0903785478425901,0.0625,0,244.986,262.013,192.52,262.124,260.063,262.017,289.431,223.37,262.054,283.864,261.493,261.493,262.678,5.91215504832079e-05
"14.5",0.00130832827539252,6.13245743141629e-05,1.73183918991465e-05,0,0,9.35813860452571e-09,8.24980820682653e-11,6.06035225841655e-09,0,0.0012296673028622,0,0,2.5053280570075e-09,0,0.0638083282753925,0.0625,0,247.833,264.871,193.618,264.97,262.12,264.875,298.975,228.654,264.907,286.029,264.394,264.394,265.493,5.40125784926815e-05
"14.75",0.082483023133472,0.0289540158102199,0.000108362852105149,0,0,9.75563797391767e-09,7.81914328907034e-11,6.56508011484289e-07,0,0.016947188975587,0.0364372221320508,3.54213061481309e-05,1.45715520023302e-07,0,0.144983023133472,0.0625,266.296,250.613,267.627,194.66,267.715,264.134,267.63,307.085,233.755,267.659,288.132,267.187,267.187,268.209,5.06737804638066e-05
"15",0.0187344073550696,0.00332908131537835,8.90408044870604e-06,0.00631274107128804,0.00147608807379809,1.54381538991856e-09,7.80813081781775e-10,1.27025255367789e-07,2.43624014932584e-07,0.00217217301756355,0.0050245667021931,0.000410154830161602,3.25290339381066e-07,0,0.0812344073550696,0.0625,0,253.325,270.282,195.651,270.362,266.105,270.286,313.959,238.668,270.312,290.172,269.875,269.875,270.829,4.38346939468239e-05
"15.25",0.0278918938537541,0.000545167333351656,1.75560929216121e-05,0,0,2.82918786363053e-08,3.35776634245237e-10,1.90810078956043e-08,2.03671600770288e-07,0.00058305713820946,0,8.52104731485674e-08,7.39555295883359e-08,0.0267457027430047,0.0903918938537542,0.0625,0,255.966,272.841,196.593,272.913,268.03,272.844,319.784,243.39,272.868,292.15,272.463,272.463,273.355,4.04146036334087e-05
